ID;Text
D2-28;Fossils have played a significant role in shaping Greek mythology, as ancient Greeks often interpreted large, mysterious bones as evidence of mythical creatures. The discovery of massive fossils, such as those of mammoths, mastodons, and prehistoric reptiles, likely influenced myths about giants, cyclopes, and dragons. For instance, the large skulls of prehistoric elephants, which have a central nasal cavity, may have been mistaken for the skulls of one-eyed Cyclopes, reinforcing the legend of these formidable beings. Similarly, fossilized bones of large extinct animals could have inspired stories of titans and heroes slaying monstrous beasts. Greek naturalists like Herodotus and Pliny the Elder documented fossil findings, showing early attempts to explain these remains within a mythological and historical framework.
D2-29;Synthetic biology emerged as a specialized branch of bioengineering over the last 15-20 years, propelled by the technologies of DNA sequencing and DNA synthesis. The emphasis is now on characterizing molecular components and standardizing them so that they work together. Today, computer programming languages have become more abstract by building upon previous languages, making it easier and faster to create complex programs. Similarly, in the future, standardized molecular components will make biology understandable through abstraction. This will in turn make it easier to engineer new functions. Of course any biological abstraction would rely on molecular details (just like all computer code is finally executed as assembly), so studying molecular biology is very worthwhile. 
D2-32;Synthetic biology is bringing together engineers and biologists to design and build novel biomolecular components, networks and pathways, and to use these constructs to rewire and reprogram organisms. These re-engineered organisms will change our lives over the coming years, leading to cheaper drugs, 'green' means to fuel our cars and targeted therapies for attacking 'superbugs' and diseases, such as cancer. The de novo engineering of genetic circuits, biological modules and synthetic pathways is beginning to address these crucial problems and is being used in related practical applications. The circuit-like connectivity of biological parts and their ability to collectively process logical operations was first appreciated nearly 50 years ago.
D2-33;Computational systems biology is an emerging field in biological simulation that attempts to model or simulate intra- and intercellular events using data gathered from genomic, proteomic or metabolomic experiments. The need to model complex temporal and spatiotemporal processes at many different scales has led to the emergence of numerous techniques, including systems of differential equations, Petri nets, cellular automata simulators, agent-based models and pi calculus. This review provides a brief summary and an assessment of most of these approaches. It also provides examples of how these methods are being used to facilitate drug discovery and development. Systems biology is a newly emerging, multi-disciplinary field that studies the mechanisms underlying complex biological processes by treating these processes as integrated systems. 
D2-34;The main causes of lung cancer are primarily linked to smoking and environmental exposures. Tobacco smoking is the leading cause, responsible for about 85% of cases, as the harmful chemicals in smoke damage DNA in lung cells. Secondhand smoke is also a significant risk factor. Another major cause is exposure to radon gas, a naturally occurring radioactive substance that can accumulate in buildings. Occupational exposures to substances like asbestos, arsenic, and diesel exhaust also increase the risk, particularly in certain industries. Additionally, genetic factors and family history can make some individuals more susceptible, while air pollution and poor air quality further contribute to the development of lung cancer.
D2-35;Einstein and Schrödinger exchanged significant ideas throughout their careers. Both physicists shared deep skepticism about the Copenhagen interpretation of quantum mechanics, maintaining a correspondence that revealed their mutual discomfort with quantum indeterminism. Einstein's famous quote, God does not play dice with the universe, echoed Schrödinger's own reservations. Their intellectual relationship flourished through letters and occasional meetings, where they discussed unified field theory and the philosophical implications of quantum mechanics. Schrödinger's cat thought experiment partially emerged from these discussions, attempting to illustrate what both considered absurdities in quantum theory. Though they never resolved their concerns about quantum mechanics, their dialogue represented one of the most profound scientific exchanges of the 20th century, challenging mainstream quantum interpretations while searching for deeper truths.
D2-36;Per- and polyfluoroalkyl substances (PFAS) are a large, complex group of synthetic chemicals that have been used in consumer products worldwide since the 1950s. These compounds serve as ingredients in various everyday products, with applications ranging from industrial uses to consumer goods due to their unique water and oil-repellent properties. PFAS are often referred to as forever chemicals due to their extraordinary environmental persistence They represent persistent contaminants that are particularly challenging to address through conventional wastewater treatment processes Their persistence has made them contaminants of emerging concern in industrialized countries, where they accumulate in the environment over time. Research indicates that PFAS exposure poses significant health risks: PFAS disrupt biological membranes resulting in cellular inhibition.
D2-38;The variation in PFAS regulatory values across the globe can be easily addressed due to the influence of multiple scientific, technical, and social factors. The varied toxicology and the insufficient definition of PFAS exposure rate are among the main factors contributing to this discrepancy. The lack of proven standard approaches for examining PFAS in surface water, groundwater, wastewater, or solids adds more technical complexity. Although it is agreed that PFASs pose potential health risks in various media, the link between the extent of PFAS exposure and the significance of PFAS risk remain among the evolving research areas. There is a growing need to address the correlation between the frequency and the likelihood of human exposure to PFAS .
D2-40;An unexpected emergent property of a complex system may be a result of the interplay of the cause-and-effect among simpler, integrated parts (see biological organisation). Biological systems manifest many important examples of emergent properties in the complex interplay of components. Traditional study of biological systems requires reductive methods in which quantities of data are gathered by category, such as concentration over time in response to a certain stimulus. Computers are critical to analysis and modelling of these data. The goal is to create accurate real-time models of a system's response to environmental and internal stimuli, such as a model of a cancer cell in order to find weaknesses in its signalling pathways.
D2-43;Early lung cancer often has no symptoms and can only be detected by medical imaging. As the cancer progresses, most people experience nonspecific respiratory problems: coughing, shortness of breath, or chest pain. Other symptoms depend on the location and size of the tumor. Those suspected of having lung cancer typically undergo a series of imaging tests to determine the location and extent of any tumors. Definitive diagnosis of lung cancer requires a biopsy of the suspected tumor be examined by a pathologist under a microscope. . In addition to recognizing cancerous cells, a pathologist can classify the tumor according to the type of cells it originates from. 
D2-44;To further illustrate, Schrödinger described how one could, in principle, create a superposition in a large-scale system by making it dependent on a quantum particle that was in a superposition. He proposed a scenario with a cat in a closed steel chamber, wherein the cat's life or death depended on the state of a radioactive atom, whether it had decayed and emitted radiation or not. According to Schrödinger, the Copenhagen interpretation implies that the cat remains both alive and dead until the state has been observed. Schrödinger did not wish to promote the idea of dead-and-live cats as a serious possibility. On the contrary, he intended the example to illustrate the absurdity of the existing view of quantum mechanics
D2-45;Educational robotics teaches the design, analysis, application and operation of robots. Robots include articulated robots, mobile robots or autonomous vehicles. Educational robotics can be taught from elementary school to graduate programs. Robotics may also be used to motivate and facilitate the instruction other, often foundational, topics such as computer programming, artificial intelligence or engineering design. Robotics engineers design robots, maintain them, develop new applications for them, and conduct research to expand the potential of robotics. Robots have become a popular educational tool in some middle and high schools, as well as in numerous youth summer camps, raising interest in programming, artificial intelligence and robotics among students.
D2-47;Systems Biology is not one thing, and is quite different to different people. In my view Systems Biology is really a modern perspective on doing basic Biology research. It is not really an applied field, intending to directly be useful for industry and make products. Instead it aims to unlock the key principles of life, which can be used to do that thereafter. However, a lot of the processes of Systems Biology involves using cutting edge tools, especially computational ones, which can give you a good handle on the process of being a “data scientist”, handling large amount of experimentally obtained data, processing and analyzing it to make decisions about future course of actions.
D2-48;Educational robotics represents an innovative approach to learning that combines technology with hands-on experience, offering numerous benefits for students across different age groups. Educational robotics provides a strong foundation in science, technology, engineering, and mathematics (STEM). As students engage with robotics, they naturally develop capabilities in these critical disciplines, preparing them for future academic and career challenges. This approach is increasingly viewed as a strategic way to introduce and incentivize students to pursue careers in STEM fields. Beyond technical knowledge, robotics education cultivates essential life skills that benefit students regardless of their eventual career path. Students working with robotics develop problem-solving abilities, critical thinking, and resilience when facing challenges.
D2-50;The expanding Sun is expected to vaporize Mercury as well as Venus, and render Earth and Mars uninhabitable (possibly destroying Earth as well). Eventually, the core will be hot enough for helium fusion, the Sun will burn helium for a fraction of the time it burned hydrogen in the core. The Sun is not massive enough to commence the fusion of heavier elements, and nuclear reactions in the core will dwindle. Its outer layers will be ejected into space, leaving behind a dense white dwarf, half the original mass of the Sun but only the size of Earth. The ejected outer layers may form a planetary nebula, returning some of the material that formed the Sun.
D2-51;The Big Bang theory is the predominant scientific explanation for our universe's origin, describing not an explosion but rather how the universe expanded from an initial state of extreme density and temperature approximately 13.8 billion years ago. This initial state, called a singularity, contained all matter in an incredibly hot, dense point before expansion began. Proposed by physicist Georges Lemaître in 1927, the theory is supported by multiple lines of evidence, including the cosmic microwave background radiation (essentially the Big Bang's afterglow) and the abundance of light elements in the universe. Later refinements include cosmic inflation theory, suggesting that the early universe briefly expanded faster than light speed.
D2-56;Metabolic engineering is a specialized field that focuses on optimizing metabolic pathways in organisms to enhance the production of desired products, such as biofuels, pharmaceuticals, and industrial chemicals. Applications include the development of microbes or cells capable of efficiently producing high-value compounds, improving the yield and sustainability of chemical manufacturing, and enhancing the production of bio-based materials. It also plays a key role in environmental biotechnology, such as detoxifying pollutants or remediating soil and water. Additionally, metabolic engineering is used to improve agricultural crops by enhancing their nutrient content, stress tolerance, or resistance to pests. By tailoring metabolic pathways, it enables the creation of novel therapeutic agents, advanced biofuels, and sustainable industrial processes.
D2-57;In modern terms Schrodinger's hypothetical cat experiment describes the measurement problem: quantum theory describes the cat system as a combination of two possible outcomes but only one outcome is ever observed.  The experiment poses the question, when does a quantum system stop existing as a superposition of states and become one or the other? (More technically, when does the actual quantum state stop being a non-trivial linear combination of states, each of which resembles different classical states, and instead begin to have a unique classical description?) Standard microscopic quantum mechanics describes multiple possible outcomes of experiments but only one outcome is observed. The thought experiment illustrates this apparent paradox. 
D2-58;The Big Bang theory is the prevailing cosmological model explaining the origin and evolution of the universe. It proposes that the universe began approximately 13.8 billion years ago as an extremely hot and dense point, which rapidly expanded in a process called inflation. As the universe expanded and cooled, fundamental particles and then atoms formed, eventually leading to the creation of stars, galaxies, and other cosmic structures. Observational evidence, such as the cosmic microwave background radiation (leftover heat from the early universe) and the abundance of light elements, strongly supports this theory. The Big Bang also explains the universe's large-scale structure and the observed redshift of distant galaxies, which indicates the ongoing expansion of space.
D2-59;Synthetic biology, which aims to design or assemble biological parts for useful applications, has emerged as a transformative field with wide-ranging implications across multiple sectors. Synthetic biology has significant medical applications, including improving drug discovery and development through rapid screening of DNA sequences, often leveraging AI and machine learning to identify promising drug candidates. The field enables production of therapeutic molecules with precise targeting and efficacy, and advances antibody and vaccine production. Researchers are engineering biological systems that could potentially treat complex diseases such as cancer. In industrial settings, synthetic biology enables the creation of cell factories that can efficiently produce valuable compounds. Applications include: Biofuel production through engineered microorganisms, Production of pharmaceuticals and biomaterials using biological systems 
D2-60;The dangers of PFAS, or per- and polyfluoroalkyl substances, stem from their persistence in the environment and their ability to bioaccumulate in living organisms. Known as 'forever chemicals,' PFAS do not break down easily, leading to long-term environmental contamination. They are found in products like non-stick cookware, firefighting foam, and water-repellent textiles. PFAS can enter the human body through contaminated drinking water and food, particularly in areas near industrial sites. Prolonged exposure has been linked to serious health issues, including certain cancers, hormonal disruptions, and weakened immune systems. Additionally, PFAS contribute to ecosystem harm by affecting wildlife and biodiversity. Their long-lasting nature makes them a significant environmental and public health concern, as they are challenging to eliminate.
D2-62;Educational robotics offers a wealth of advantages, particularly in promoting interactive and hands-on learning, fostering creativity, and encouraging teamwork. By providing practical applications for theoretical concepts, it strengthens students' understanding of STEM subjects such as motion and forces. Adding to this, it equips students with technical skills relevant to modern industries and cater to various learning styles, including visual and kinesthetic learning, especially benefiting students with disabilities. Furthermore, robotics offers immediate feedback, enabling students to quickly identify and correct mistakes, which reinforces their learning process. Its fun and interactive nature boosts motivation and engagement, instilling a positive attitude toward education. In essence, educational robotics not only enhances academic learning but also prepares students for the demands of the 21st-century workforce.
D2-65;Understanding Greenland ice sheet (GrIS) hydrology is essential for evaluating response of ice dynamics to a warming climate and future contributions to global sea level rise. Recently observed increases in temperature and melt extent over the GrIS have prompted numerous remote sensing, modeling, and field studies gauging the response of the ice sheet and outlet glaciers to increasing meltwater input, providing a quickly growing body of literature describing seasonal and annual development of the GrIS hydrologic system. This system is characterized by supraglacial streams and lakes that drain through moulins, providing an influx of meltwater into englacial and subglacial environments that increases basal sliding speeds of outlet glaciers in the short term.
D2-66;Computational systems biology is crucial for understanding the complexity of biological systems through the integration of mathematical modeling, computer simulations, and data analysis. It enables researchers to study how genes, proteins, and metabolic pathways interact in a holistic manner, rather than in isolation. This approach is essential for deciphering the dynamics of biological networks, such as gene regulatory networks, signaling pathways, and metabolic systems. The importance of computational systems biology lies in its ability to predict biological behaviors, identify potential drug targets, and develop personalized medicine strategies. It also helps in understanding diseases at a systems level, enabling the identification of biomarkers for diagnosis and treatment.
D2-68;The ultimate goal of metabolic engineering is to be able to use these organisms to produce valuable substances on an industrial scale in a cost-effective manner. Current examples include producing beer, wine, cheese, pharmaceuticals, and other biotechnology products. Another possible area of use is the development of oil crops whose composition has been modified to improve their nutritional value. Some of the common strategies used for metabolic engineering are (1) overexpressing the gene encoding the rate-limiting enzyme of the biosynthetic pathway, (2) blocking the competing metabolic pathways, (3) heterologous gene expression, and (4) enzyme engineering. Since cells use these metabolic networks for their survival, changes can have drastic effects on the cells' viability. 
D2-71;Metabolic engineering is the field of biotechnology that involves the modification of an organism’s metabolic pathways to enhance the production of desired products, such as chemicals, fuels, pharmaceuticals, or food ingredients. By altering or optimizing the flow of metabolites within cells, metabolic engineers aim to improve the efficiency and yield of biochemical processes. This is done through techniques like gene editing, overexpression of enzymes, and the introduction of new pathways. Metabolic engineering has applications in industrial biotechnology, where it enables the production of biofuels, antibiotics, and biodegradable plastics, and is also crucial for improving processes in medicine, agriculture, and environmental sustainability.
D2-72;Synthetic biology is an interdisciplinary field that combines biology with engineering, technology, and computational science to design and construct new biological parts, devices, and systems, or to redesign existing natural biological systems for specific purposes. It involves advanced genetic engineering techniques, such as CRISPR for gene editing and synthetic DNA construction, alongside computational modeling and bioprinting. Applications span medicine, environmental science, and industry, including the development of organisms capable of producing medications, biofuels, or addressing environmental challenges. While it holds great potential, synthetic biology also raises ethical considerations regarding the unintended consequences of engineered organisms and the responsible use of this technology to ensure societal benefits.
D2-74;Greenland is the world’s largest island, located in the North Atlantic Ocean, and is an autonomous territory of Denmark. It is geographically part of North America but politically and historically connected to Europe. Greenland is known for its vast ice sheet, which covers about 80% of the island, making it a critical component of global climate systems. The island’s population is relatively small, primarily consisting of Inuit people. Its economy relies heavily on fishing, while tourism and mining are growing sectors. Greenland has significant natural resources, including minerals and oil, though environmental concerns and the impact of climate change, such as melting ice, are major issues. Greenland’s strategic location has also gained geopolitical importance in recent years.
D2-75;The Big Bang theory is an effort to explain what happened at the very beginning of our universe. Discoveries in astronomy and physics have shown beyond a reasonable doubt that our universe did in fact have a beginning. Prior to that moment there was nothing, during and after that moment there was something: our universe. The big bang theory is an effort to explain what happened during and after that moment. According to the standard theory, our universe sprang into existence as singularity around 13.7 billion years ago. What is a singularity and where does it come from? Well, Singularities are zones which defy our current understanding of physics. They are thought to exist at the core of black holes.
D2-76;Phthalates or phthalate esters, are esters of phthalic acid. They are mainly used as plasticizers, i.e., substances added to plastics to increase their flexibility, transparency, durability, and longevity. They are used primarily to soften polyvinyl chloride (PVC). While phthalates are commonly used as plasticizers, not all plasticizers are phthalates. The two terms are specific, unique, and not used interchangeably. Lower-molecular-weight phthalates are typically replaced in many products in the United States, Canada, and European Union over health concerns. They are being replaced by higher molecular-weight phthalates as well as non-phthalic plasticizers. Phthalates are commonly ingested in small quantities via the diet. There are numerous forms of phthalates not regulated by governments. One of the most  known phtalates is bis(2-ethylhexyl) phthalate.
D2-79;Greenland is as old as the rest of the earth. And it has no other name than Grønland or Grœnland both of which translate and even sound close to Greenland. The very first humans there were Vikings or Norse, which as government evolved became Denmark. Norway and Denmark, Iceland and Faroe Islands, even areas of England and Scotland ruled by Vikings came under a united Denmark. The story is Ingólgur Arnason wanted to discourage more people coming so named his discovery Iceland, but Eric the Red wanting to encourage settlers named his discovery Greenland although Greenland is more appropriate for Iceland and Iceland more appropriate for Greenland. Just consider them early examples of 5th Avenue Advertizing.
D2-8;Fossils appear to have directly contributed to the mythology of many civilizations, including the ancient Greeks. Classical Greek historian Herodotos wrote of an area near Hyperborea where gryphons protected golden treasure. There was indeed gold mining in that approximate region, where beaked Protoceratops skulls were common as fossils. A later Greek scholar, Aristotle, eventually realized that fossil seashells from rocks were similar to those found on the beach, indicating the fossils were once living animals.  He had previously explained them in terms of vaporous exhalations,  which Persian polymath Avicenna modified into the theory of petrifying fluids (succus lapidificatus). Recognition of fossil seashells as originating in the sea was built upon in the 14th century by Albert of Saxon.
D2-81;Educational robotics has a wide range of applications aimed at enhancing learning experiences and developing essential skills in students. One of its primary uses is to teach STEM (Science, Technology, Engineering, and Mathematics) concepts, providing hands-on learning through building, programming, and interacting with robots. It encourages critical thinking, problem-solving, and creativity. Robotics also supports the development of coding and computational thinking, as students learn to program robots to perform tasks and solve challenges. Furthermore, educational robotics promotes collaboration and teamwork, as many projects involve group work. In addition to its academic benefits, it can also be used to teach engineering principles, mechanical design, and mathematics in a practical, engaging way. Additionally, robotics fosters 21st-century skills like adaptability, perseverance, and communication.
D2-83;Metabolic engineering is a multidisciplinary field that applies principles of genetic engineering to modify cellular metabolism. Its goals encompass several key objectives: Production Optimization -  The fundamental aim of metabolic engineering is to mathematically model metabolic networks, calculate yields of useful products, and identify constraints in these networks. By applying genetic engineering techniques to modify these networks, researchers seek to increase product formation and overall process efficiency. Creating Industrial Cell Factories A primary purpose is to develop cell factories capable of producing cost-effective molecules at industrial scale. This involves optimizing existing biochemical pathways or introducing new pathway components, most commonly in bacteria, yeast, or plantsProcess Improvement.
D2-84;Fossils are the preserved remains or traces of ancient life, offering critical insights into Earth's history and evolution. They provide evidence of extinct species, helping scientists reconstruct past ecosystems and understand how life has changed over millions of years. Fossils reveal how species adapted, evolved, or became extinct, shedding light on the processes of natural selection and environmental changes. Additionally, they are used to date rock layers and determine the age of geological formations, aiding in the study of Earth's geologic timeline. Fossils also provide clues about ancient climates and environmental conditions, helping researchers understand past climate changes and their impacts. By studying fossils, we gain a deeper understanding of life's diversity, the history of our planet.
D2-86;Robotic education is nothing but the Hybrid Education that is provided to students, education when integrated with technology and coding is called as Robotic education. Robotic education is far better than the traditional educational system because of it instructional based teaching. Coding is not preparing an application, it is just understanding the instructions in a sequence and then execution them in a way we need the result. Coding allows the users to create something, traditional education is all about learning that is there in book, where creativity, critical thinking, programming is neglected. As robotic education is based on algorithm (set of programmed instructions to execute in sequence) it triggers students to go one step ahead.
D2-87;Join any group of distance educators today and the chances are you will hear talk of exponential expansion of distance education when the information superhighways come into being, within a decade. This might be called the Big Bang theory of distance education. You will hear enthusiastic talk about two-way communication (at last) between teacher and student, replacing the old one-way systems of print, radio and television. At last, students everywhere will be able to explore massive knowledge stores. You may also hear gloomy comments about limited access, costs and the dangers of technological determinism. You may even hear critics who seriously decry the commodification of knowledge represented by distance education.
D2-89;Greenland, the world's largest island that isn't a continent, covers 836,330 square miles in the North Atlantic, with approximately 80% of its surface covered by ice. An autonomous territory within the Kingdom of Denmark, Greenland has a population of about 56,000, predominantly Inuit. The capital, Nuuk, houses roughly one-third of its inhabitants. Despite its name, most of Greenland experiences Arctic conditions with limited vegetation. Its economy relies on fishing, tourism, and substantial mineral resources, including rare earth elements becoming increasingly valuable due to climate change. Greenlandic culture blends traditional Inuit practices with Scandinavian influences. Climate change poses significant challenges as the melting ice sheet contributes to global sea level rise while simultaneously opening new economic opportunities through increased resource accessibility.
D2-91;The Big Bang theory is the leading explanation for the origin of the universe. It posits that the universe began approximately 13.8 billion years ago from an extremely hot, dense state known as a singularity. This singularity then rapidly expanded in a process called cosmic inflation, causing space itself to stretch exponentially in a fraction of a second. As the universe expanded, it began to cool, allowing matter to form, leading to the creation of atoms, stars, galaxies, and eventually the structure of the universe we observe today. Key evidence supporting the Big Bang theory includes the cosmic microwave background radiation (a faint glow left over from the early universe), the abundance of light elements like hydrogen and helium.
D2-93;Metabolic engineering is not another form of classic manipulation of intermediary metabolism, rather, it is the purposeful design of metabolic networks. The metabolic engineering approach examines biochemical reactions in their entirety, rather than individually, and is concerned with the construction of novel pathways, the thermodynamic feasibility of pathways, and the location of limiting branch-point(s) and enzymatic reaction(s) in a reaction network. The ultimate goal is the construction of strains with superior yield and productivity obtained through a convergent evolutionary process. Progress has been made toward this objective within the framework of Metabolic Control Analysis through the development of methodologies for the experimental determination of elasticities and flux control coefficients.
D2-94;Synthetic biology is an interdisciplinary field that combines principles from biology, engineering, and computer science to design and construct new biological parts, systems, and organisms or to re-engineer existing biological systems for specific purposes. It involves creating synthetic genetic circuits, modifying genomes, or designing artificial enzymes to carry out tasks that natural organisms cannot. The goal of synthetic biology is to apply engineering principles to biology, enabling the synthesis of novel compounds, the production of biofuels, the development of new therapeutics, and innovations in environmental sustainability. It has vast potential for applications in medicine, agriculture, energy, and biotechnology, but also raises important ethical and safety considerations.
D2-96;Though a part of the continent of North America, Greenland has been politically and culturally associated with the European kingdoms of Norway and Denmark for more than a millennium, beginning in 986.[19] Greenland has been inhabited at intervals over at least the last 4,500 years by circumpolar peoples whose forebears migrated there from what is now Canada.[20][21] Norsemen from Norway settled the uninhabited southern part of Greenland beginning in the 10th century (having previously settled Iceland), and their descendants lived in Greenland for 400 years until disappearing in the late 15th century. The 13th century saw the arrival of Inuit.
D2-97;There has been a steady increase in the number of studies investigating educational robotics and its impact on academic and social skills of young learners. Educational robots are used both in and out of school environments to enhance K–12 students’ interest, engagement, and academic achievement in various fields of STEM education. Some prior studies show evidence for the general benefits of educational robotics as being effective in providing impactful learning experiences. However, there appears to be a need to determine the specific benefits which have been achieved through robotics implementation in K–12 formal and informal learning settings. In this study, we present a systematic review of the literature on K–12 educational robotics.
D2-98;Plasticizers like phthalates were thought to be mainly hormone disruptors. They caused fertility problems and adverse developmental effects. Surprisingly, since the 2000s researchers noted that they were instrumental in causing obesity, type 2 diabetes and cardiovascular disease. Another key point, phthalates can be absorbed through the skin, ingested by mouth or inhaled. In order to understand how phthalates cause cardiovascular disease, we need to investigate the effects of phthalates on fatty tissue. Phthalates have a negative effect on fatty tissue that leads to adipose tissue dysfunction. Fat cells develop out of adipose stem cells committing themselves and maturing into fatty cells that can store lipids. This process has the name adipogenesis.
D2-99;The main causes of lung cancer are multifaceted and involve a combination of lifestyle, environmental, and genetic factors. The most significant risk factor is smoking, including both active smoking and secondhand exposure. Cigarettes release numerous harmful chemicals that damage lung cells over time, increasing the likelihood of cancer development. While not everyone who smokes develops lung cancer, the risk is considerably higher for smokers compared to non-smokers. Radon, a radioactive gas found in certain soil types, is another major contributor. It can accumulate in homes and buildings, posing a long-term health risk if exposure levels are high. Outdoor and indoor air pollution, such as emissions from vehicles and industrial activities, as well as cooking fumes from coal or wood.
